,date,county,daily_county_confirmed,county_confirmed,daily_state_confirmed,state_confirmed,county_cases_increase,date_cases_contribution,total_cases_contribution,daily_county_deaths,county_deaths,daily_state_deaths,state_deaths,county_deaths_increase,date_death_contribution,total_death_contribution
5734,2020-04-28,Ford,28,544,194,3601,0.05147058823529412,0.14432989690721648,0.15106914745903915,0,0,1,127,0.0,0.0,0.0
5733,2020-04-28,Franklin,1,13,194,3601,0.07692307692307693,0.005154639175257732,0.0036101083032490976,0,0,1,127,0.0,0.0,0.0
5732,2020-04-28,Geary,0,11,194,3601,0.0,0.0,0.00305470702582616,0,0,1,127,0.0,0.0,0.0
5731,2020-04-28,Gove,0,1,194,3601,0.0,0.0,0.00027770063871146905,0,0,1,127,0.0,0.0,0.0
5730,2020-04-28,Grant,0,1,194,3601,0.0,0.0,0.00027770063871146905,0,0,1,127,0.0,0.0,0.0
5729,2020-04-28,Gray,1,4,194,3601,0.25,0.005154639175257732,0.0011108025548458762,0,0,1,127,0.0,0.0,0.0
5728,2020-04-28,Greenwood,0,3,194,3601,0.0,0.0,0.0008331019161344071,0,0,1,127,0.0,0.0,0.0
5727,2020-04-28,Hamilton,0,2,194,3601,0.0,0.0,0.0005554012774229381,0,0,1,127,0.0,0.0,0.0
5726,2020-04-28,Harvey,0,6,194,3601,0.0,0.0,0.0016662038322688142,0,0,1,127,0.0,0.0,0.0
5725,2020-04-28,Haskell,0,7,194,3601,0.0,0.0,0.0019439044709802832,0,0,1,127,0.0,0.0,0.0
5724,2020-04-28,Jackson,0,2,194,3601,0.0,0.0,0.0005554012774229381,0,0,1,127,0.0,0.0,0.0
5723,2020-04-28,Jefferson,0,8,194,3601,0.0,0.0,0.0022216051096917524,0,0,1,127,0.0,0.0,0.0
5722,2020-04-28,Jewell,0,4,194,3601,0.0,0.0,0.0011108025548458762,0,0,1,127,0.0,0.0,0.0
5721,2020-04-28,Johnson,6,446,194,3601,0.01345291479820628,0.030927835051546393,0.1238544848653152,1,40,1,127,0.025,1.0,0.31496062992125984
5720,2020-04-28,Kearny,0,12,194,3601,0.0,0.0,0.0033324076645376284,0,0,1,127,0.0,0.0,0.0
5719,2020-04-28,Kiowa,0,1,194,3601,0.0,0.0,0.00027770063871146905,0,0,1,127,0.0,0.0,0.0
5718,2020-04-28,Labette,0,21,194,3601,0.0,0.0,0.00583171341294085,0,0,1,127,0.0,0.0,0.0
5717,2020-04-28,Leavenworth,3,187,194,3601,0.016042780748663103,0.015463917525773196,0.05193001943904471,0,4,1,127,0.0,0.0,0.031496062992125984
5716,2020-04-28,Linn,0,6,194,3601,0.0,0.0,0.0016662038322688142,0,0,1,127,0.0,0.0,0.0
5715,2020-04-28,Lyon,0,177,194,3601,0.0,0.0,0.04915301305193002,0,1,1,127,0.0,0.0,0.007874015748031496
5714,2020-04-28,Marion,0,5,194,3601,0.0,0.0,0.0013885031935573454,0,1,1,127,0.0,0.0,0.007874015748031496
5713,2020-04-28,McPherson,0,20,194,3601,0.0,0.0,0.005554012774229382,0,0,1,127,0.0,0.0,0.0
5712,2020-04-28,Meade,0,2,194,3601,0.0,0.0,0.0005554012774229381,0,0,1,127,0.0,0.0,0.0
5711,2020-04-28,Miami,0,5,194,3601,0.0,0.0,0.0013885031935573454,0,0,1,127,0.0,0.0,0.0
5710,2020-04-28,Mitchell,0,2,194,3601,0.0,0.0,0.0005554012774229381,0,0,1,127,0.0,0.0,0.0
5709,2020-04-28,Montgomery,0,16,194,3601,0.0,0.0,0.004443210219383505,0,2,1,127,0.0,0.0,0.015748031496062992
5708,2020-04-28,Morris,0,3,194,3601,0.0,0.0,0.0008331019161344071,0,0,1,127,0.0,0.0,0.0
5707,2020-04-28,Morton,0,3,194,3601,0.0,0.0,0.0008331019161344071,0,0,1,127,0.0,0.0,0.0
5706,2020-04-28,Neosho,0,2,194,3601,0.0,0.0,0.0005554012774229381,0,0,1,127,0.0,0.0,0.0
5705,2020-04-28,Osage,0,5,194,3601,0.0,0.0,0.0013885031935573454,0,0,1,127,0.0,0.0,0.0
5704,2020-04-28,Osborne,0,2,194,3601,0.0,0.0,0.0005554012774229381,0,0,1,127,0.0,0.0,0.0
5703,2020-04-28,Ottawa,0,3,194,3601,0.0,0.0,0.0008331019161344071,0,0,1,127,0.0,0.0,0.0
5702,2020-04-28,Phillips,0,1,194,3601,0.0,0.0,0.00027770063871146905,0,0,1,127,0.0,0.0,0.0
5701,2020-04-28,Pottawatomie,0,9,194,3601,0.0,0.0,0.002499305748403221,0,0,1,127,0.0,0.0,0.0
5700,2020-04-28,Pratt,0,1,194,3601,0.0,0.0,0.00027770063871146905,0,0,1,127,0.0,0.0,0.0
5699,2020-04-28,Reno,0,27,194,3601,0.0,0.0,0.007497917245209664,0,0,1,127,0.0,0.0,0.0
5698,2020-04-28,Republic,0,4,194,3601,0.0,0.0,0.0011108025548458762,0,0,1,127,0.0,0.0,0.0
5697,2020-04-28,Rice,0,3,194,3601,0.0,0.0,0.0008331019161344071,0,0,1,127,0.0,0.0,0.0
5696,2020-04-28,Riley,1,46,194,3601,0.021739130434782608,0.005154639175257732,0.012774229380727576,0,0,1,127,0.0,0.0,0.0
5695,2020-04-28,Rooks,0,6,194,3601,0.0,0.0,0.0016662038322688142,0,0,1,127,0.0,0.0,0.0
5694,2020-04-28,Saline,1,20,194,3601,0.05,0.005154639175257732,0.005554012774229382,0,2,1,127,0.0,0.0,0.015748031496062992
5693,2020-04-28,Scott,0,1,194,3601,0.0,0.0,0.00027770063871146905,0,0,1,127,0.0,0.0,0.0
5692,2020-04-28,Sedgwick,15,354,194,3601,0.0423728813559322,0.07731958762886598,0.09830602610386004,0,6,1,127,0.0,0.0,0.047244094488188976
5691,2020-04-28,Seward,73,422,194,3601,0.17298578199052134,0.3762886597938144,0.11718966953623995,0,0,1,127,0.0,0.0,0.0
5690,2020-04-28,Shawnee,2,108,194,3601,0.018518518518518517,0.010309278350515464,0.029991668980838656,0,5,1,127,0.0,0.0,0.03937007874015748
5689,2020-04-28,Sheridan,0,2,194,3601,0.0,0.0,0.0005554012774229381,0,0,1,127,0.0,0.0,0.0
5688,2020-04-28,Sherman,0,3,194,3601,0.0,0.0,0.0008331019161344071,0,0,1,127,0.0,0.0,0.0
5687,2020-04-28,Smith,0,2,194,3601,0.0,0.0,0.0005554012774229381,0,0,1,127,0.0,0.0,0.0
5686,2020-04-28,Stafford,0,1,194,3601,0.0,0.0,0.00027770063871146905,0,0,1,127,0.0,0.0,0.0
5685,2020-04-28,Stanton,0,4,194,3601,0.0,0.0,0.0011108025548458762,0,0,1,127,0.0,0.0,0.0
5684,2020-04-28,Stevens,1,8,194,3601,0.125,0.005154639175257732,0.0022216051096917524,0,0,1,127,0.0,0.0,0.0
5683,2020-04-28,Sumner,0,3,194,3601,0.0,0.0,0.0008331019161344071,0,1,1,127,0.0,0.0,0.007874015748031496
5682,2020-04-28,Wabaunsee,0,15,194,3601,0.0,0.0,0.004165509580672035,0,0,1,127,0.0,0.0,0.0
5681,2020-04-28,Wilson,0,1,194,3601,0.0,0.0,0.00027770063871146905,0,0,1,127,0.0,0.0,0.0
5680,2020-04-28,Woodson,0,5,194,3601,0.0,0.0,0.0013885031935573454,0,0,1,127,0.0,0.0,0.0
5679,2020-04-28,Wyandotte,12,599,194,3601,0.02003338898163606,0.061855670103092786,0.16634268258816995,0,53,1,127,0.0,0.0,0.4173228346456693
5678,2020-04-29,Atchison,0,9,210,3811,0.0,0.0,0.0023615848858567303,0,0,5,132,0.0,0.0,0.0
5677,2020-04-29,Barber,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5676,2020-04-29,Barton,0,9,210,3811,0.0,0.0,0.0023615848858567303,0,0,5,132,0.0,0.0,0.0
5675,2020-04-29,Bourbon,0,6,210,3811,0.0,0.0,0.0015743899239044868,0,1,5,132,0.0,0.0,0.007575757575757577
5674,2020-04-29,Butler,1,16,210,3811,0.0625,0.0047619047619047615,0.004198373130411965,0,0,5,132,0.0,0.0,0.0
5673,2020-04-29,Chase,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5672,2020-04-29,Chautauqua,0,4,210,3811,0.0,0.0,0.0010495932826029913,0,0,5,132,0.0,0.0,0.0
5671,2020-04-29,Cherokee,1,8,210,3811,0.125,0.0047619047619047615,0.0020991865652059826,0,0,5,132,0.0,0.0,0.0
5670,2020-04-29,Clark,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5669,2020-04-29,Clay,-1,4,210,3811,-0.25,-0.0047619047619047615,0.0010495932826029913,0,1,5,132,0.0,0.0,0.007575757575757577
5668,2020-04-29,Cloud,1,4,210,3811,0.25,0.0047619047619047615,0.0010495932826029913,0,0,5,132,0.0,0.0,0.0
5667,2020-04-29,Coffey,0,48,210,3811,0.0,0.0,0.012595119391235894,0,7,5,132,0.0,0.0,0.05303030303030303
5666,2020-04-29,Cowley,0,3,210,3811,0.0,0.0,0.0007871949619522435,0,1,5,132,0.0,0.0,0.007575757575757577
5665,2020-04-29,Crawford,-2,5,210,3811,-0.4,-0.009523809523809523,0.0013119916032537393,0,1,5,132,0.0,0.0,0.007575757575757577
5664,2020-04-29,Dickinson,0,2,210,3811,0.0,0.0,0.0005247966413014957,0,0,5,132,0.0,0.0,0.0
5663,2020-04-29,Doniphan,0,3,210,3811,0.0,0.0,0.0007871949619522435,0,0,5,132,0.0,0.0,0.0
5662,2020-04-29,Douglas,0,49,210,3811,0.0,0.0,0.012857517711886644,0,0,5,132,0.0,0.0,0.0
5661,2020-04-29,Edwards,1,3,210,3811,0.3333333333333333,0.0047619047619047615,0.0007871949619522435,0,0,5,132,0.0,0.0,0.0
5660,2020-04-29,Ellis,0,8,210,3811,0.0,0.0,0.0020991865652059826,0,0,5,132,0.0,0.0,0.0
5659,2020-04-29,Finney,22,270,210,3811,0.08148148148148147,0.10476190476190476,0.07084754657570193,0,1,5,132,0.0,0.0,0.007575757575757577
5658,2020-04-29,Ford,57,601,210,3811,0.09484193011647254,0.2714285714285714,0.15770139071109945,0,0,5,132,0.0,0.0,0.0
5657,2020-04-29,Franklin,0,13,210,3811,0.0,0.0,0.0034111781684597214,0,0,5,132,0.0,0.0,0.0
5656,2020-04-29,Geary,1,12,210,3811,0.08333333333333333,0.0047619047619047615,0.0031487798478089736,0,0,5,132,0.0,0.0,0.0
5655,2020-04-29,Gove,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5654,2020-04-29,Grant,1,2,210,3811,0.5,0.0047619047619047615,0.0005247966413014957,0,0,5,132,0.0,0.0,0.0
5653,2020-04-29,Gray,0,4,210,3811,0.0,0.0,0.0010495932826029913,0,0,5,132,0.0,0.0,0.0
5652,2020-04-29,Greenwood,0,3,210,3811,0.0,0.0,0.0007871949619522435,0,0,5,132,0.0,0.0,0.0
5651,2020-04-29,Hamilton,0,2,210,3811,0.0,0.0,0.0005247966413014957,0,0,5,132,0.0,0.0,0.0
5650,2020-04-29,Harvey,0,6,210,3811,0.0,0.0,0.0015743899239044868,0,0,5,132,0.0,0.0,0.0
5649,2020-04-29,Haskell,0,7,210,3811,0.0,0.0,0.0018367882445552348,0,0,5,132,0.0,0.0,0.0
5648,2020-04-29,Jackson,0,2,210,3811,0.0,0.0,0.0005247966413014957,0,0,5,132,0.0,0.0,0.0
5647,2020-04-29,Jefferson,1,9,210,3811,0.1111111111111111,0.0047619047619047615,0.0023615848858567303,0,0,5,132,0.0,0.0,0.0
5646,2020-04-29,Jewell,0,4,210,3811,0.0,0.0,0.0010495932826029913,0,0,5,132,0.0,0.0,0.0
5645,2020-04-29,Johnson,8,454,210,3811,0.01762114537444934,0.0380952380952381,0.11912883757543953,0,40,5,132,0.0,0.0,0.30303030303030304
5644,2020-04-29,Kearny,1,13,210,3811,0.07692307692307693,0.0047619047619047615,0.0034111781684597214,0,0,5,132,0.0,0.0,0.0
5643,2020-04-29,Kiowa,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5642,2020-04-29,Labette,1,22,210,3811,0.045454545454545456,0.0047619047619047615,0.0057727630543164534,0,0,5,132,0.0,0.0,0.0
5641,2020-04-29,Leavenworth,9,196,210,3811,0.04591836734693878,0.04285714285714286,0.051430070847546576,0,4,5,132,0.0,0.0,0.030303030303030307
5640,2020-04-29,Linn,0,6,210,3811,0.0,0.0,0.0015743899239044868,0,0,5,132,0.0,0.0,0.0
5639,2020-04-29,Lyon,7,184,210,3811,0.03804347826086957,0.03333333333333333,0.0482812909997376,0,1,5,132,0.0,0.0,0.007575757575757577
5638,2020-04-29,Marion,0,5,210,3811,0.0,0.0,0.0013119916032537393,0,1,5,132,0.0,0.0,0.007575757575757577
5637,2020-04-29,McPherson,0,20,210,3811,0.0,0.0,0.005247966413014957,0,0,5,132,0.0,0.0,0.0
5636,2020-04-29,Meade,1,3,210,3811,0.3333333333333333,0.0047619047619047615,0.0007871949619522435,0,0,5,132,0.0,0.0,0.0
5635,2020-04-29,Miami,0,5,210,3811,0.0,0.0,0.0013119916032537393,0,0,5,132,0.0,0.0,0.0
5634,2020-04-29,Mitchell,1,3,210,3811,0.3333333333333333,0.0047619047619047615,0.0007871949619522435,0,0,5,132,0.0,0.0,0.0
5633,2020-04-29,Montgomery,0,16,210,3811,0.0,0.0,0.004198373130411965,0,2,5,132,0.0,0.0,0.015151515151515154
5632,2020-04-29,Morris,0,3,210,3811,0.0,0.0,0.0007871949619522435,0,0,5,132,0.0,0.0,0.0
5631,2020-04-29,Morton,0,3,210,3811,0.0,0.0,0.0007871949619522435,0,0,5,132,0.0,0.0,0.0
5630,2020-04-29,Nemaha,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5629,2020-04-29,Neosho,1,3,210,3811,0.3333333333333333,0.0047619047619047615,0.0007871949619522435,0,0,5,132,0.0,0.0,0.0
5628,2020-04-29,Osage,0,5,210,3811,0.0,0.0,0.0013119916032537393,0,0,5,132,0.0,0.0,0.0
5627,2020-04-29,Osborne,0,2,210,3811,0.0,0.0,0.0005247966413014957,0,0,5,132,0.0,0.0,0.0
5626,2020-04-29,Ottawa,1,4,210,3811,0.25,0.0047619047619047615,0.0010495932826029913,0,0,5,132,0.0,0.0,0.0
5625,2020-04-29,Phillips,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5624,2020-04-29,Pottawatomie,0,9,210,3811,0.0,0.0,0.0023615848858567303,0,0,5,132,0.0,0.0,0.0
5623,2020-04-29,Pratt,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5622,2020-04-29,Reno,5,32,210,3811,0.15625,0.023809523809523808,0.00839674626082393,0,0,5,132,0.0,0.0,0.0
5621,2020-04-29,Republic,0,4,210,3811,0.0,0.0,0.0010495932826029913,0,0,5,132,0.0,0.0,0.0
5620,2020-04-29,Rice,0,3,210,3811,0.0,0.0,0.0007871949619522435,0,0,5,132,0.0,0.0,0.0
5619,2020-04-29,Riley,0,46,210,3811,0.0,0.0,0.0120703227499344,0,0,5,132,0.0,0.0,0.0
5618,2020-04-29,Rooks,0,6,210,3811,0.0,0.0,0.0015743899239044868,0,0,5,132,0.0,0.0,0.0
5617,2020-04-29,Saline,0,20,210,3811,0.0,0.0,0.005247966413014957,0,2,5,132,0.0,0.0,0.015151515151515154
5616,2020-04-29,Scott,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5615,2020-04-29,Sedgwick,12,366,210,3811,0.032786885245901634,0.057142857142857134,0.09603778535817373,3,9,5,132,0.3333333333333333,0.6,0.06818181818181818
5614,2020-04-29,Seward,38,460,210,3811,0.08260869565217392,0.18095238095238092,0.120703227499344,0,0,5,132,0.0,0.0,0.0
5613,2020-04-29,Shawnee,4,112,210,3811,0.03571428571428571,0.019047619047619046,0.029388611912883764,0,5,5,132,0.0,0.0,0.03787878787878788
5612,2020-04-29,Sheridan,0,2,210,3811,0.0,0.0,0.0005247966413014957,0,0,5,132,0.0,0.0,0.0
5611,2020-04-29,Sherman,0,3,210,3811,0.0,0.0,0.0007871949619522435,0,0,5,132,0.0,0.0,0.0
5610,2020-04-29,Smith,0,2,210,3811,0.0,0.0,0.0005247966413014957,0,0,5,132,0.0,0.0,0.0
5609,2020-04-29,Stafford,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5608,2020-04-29,Stanton,1,5,210,3811,0.2,0.0047619047619047615,0.0013119916032537393,0,0,5,132,0.0,0.0,0.0
5607,2020-04-29,Stevens,0,8,210,3811,0.0,0.0,0.0020991865652059826,0,0,5,132,0.0,0.0,0.0
5606,2020-04-29,Sumner,0,3,210,3811,0.0,0.0,0.0007871949619522435,0,1,5,132,0.0,0.0,0.007575757575757577
5605,2020-04-29,Wabaunsee,3,18,210,3811,0.16666666666666666,0.014285714285714284,0.004723169771713461,0,0,5,132,0.0,0.0,0.0
5604,2020-04-29,Wilson,0,1,210,3811,0.0,0.0,0.0002623983206507479,0,0,5,132,0.0,0.0,0.0
5603,2020-04-29,Woodson,0,5,210,3811,0.0,0.0,0.0013119916032537393,0,0,5,132,0.0,0.0,0.0
5602,2020-04-29,Wyandotte,33,632,210,3811,0.052215189873417715,0.15714285714285714,0.16583573865127266,2,55,5,132,0.03636363636363636,0.4,0.41666666666666663
5601,2020-04-30,Atchison,0,9,494,4305,0.0,0.0,0.0020905923344947735,0,0,1,133,0.0,0.0,0.0
5600,2020-04-30,Barber,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5599,2020-04-30,Barton,0,9,494,4305,0.0,0.0,0.0020905923344947735,0,0,1,133,0.0,0.0,0.0
5598,2020-04-30,Bourbon,0,6,494,4305,0.0,0.0,0.0013937282229965155,0,1,1,133,0.0,0.0,0.007518796992481202
5597,2020-04-30,Butler,0,16,494,4305,0.0,0.0,0.003716608594657375,0,0,1,133,0.0,0.0,0.0
5596,2020-04-30,Chase,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5595,2020-04-30,Chautauqua,0,4,494,4305,0.0,0.0,0.0009291521486643438,0,0,1,133,0.0,0.0,0.0
5594,2020-04-30,Cherokee,0,8,494,4305,0.0,0.0,0.0018583042973286878,0,0,1,133,0.0,0.0,0.0
5593,2020-04-30,Cheyenne,1,2,494,4305,0.5,0.0020242914979757085,0.0004645760743321719,0,0,1,133,0.0,0.0,0.0
5592,2020-04-30,Clark,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5591,2020-04-30,Clay,0,4,494,4305,0.0,0.0,0.0009291521486643438,0,1,1,133,0.0,0.0,0.007518796992481202
5590,2020-04-30,Cloud,0,4,494,4305,0.0,0.0,0.0009291521486643438,0,0,1,133,0.0,0.0,0.0
5589,2020-04-30,Coffey,0,48,494,4305,0.0,0.0,0.011149825783972124,1,8,1,133,0.125,1.0,0.060150375939849614
5588,2020-04-30,Cowley,0,3,494,4305,0.0,0.0,0.0006968641114982577,0,1,1,133,0.0,0.0,0.007518796992481202
5587,2020-04-30,Crawford,0,5,494,4305,0.0,0.0,0.0011614401858304295,0,1,1,133,0.0,0.0,0.007518796992481202
5586,2020-04-30,Dickinson,0,2,494,4305,0.0,0.0,0.0004645760743321719,0,0,1,133,0.0,0.0,0.0
5585,2020-04-30,Doniphan,0,3,494,4305,0.0,0.0,0.0006968641114982577,0,0,1,133,0.0,0.0,0.0
5584,2020-04-30,Douglas,1,50,494,4305,0.02,0.0020242914979757085,0.011614401858304296,0,0,1,133,0.0,0.0,0.0
5583,2020-04-30,Edwards,0,3,494,4305,0.0,0.0,0.0006968641114982577,0,0,1,133,0.0,0.0,0.0
5582,2020-04-30,Ellis,0,8,494,4305,0.0,0.0,0.0018583042973286878,0,0,1,133,0.0,0.0,0.0
5581,2020-04-30,Finney,47,317,494,4305,0.14826498422712933,0.0951417004048583,0.07363530778164926,0,1,1,133,0.0,0.0,0.007518796992481202
5580,2020-04-30,Ford,74,675,494,4305,0.10962962962962963,0.14979757085020245,0.156794425087108,0,0,1,133,0.0,0.0,0.0
5579,2020-04-30,Franklin,1,14,494,4305,0.07142857142857144,0.0020242914979757085,0.0032520325203252032,0,0,1,133,0.0,0.0,0.0
5578,2020-04-30,Geary,0,12,494,4305,0.0,0.0,0.002787456445993032,0,0,1,133,0.0,0.0,0.0
5577,2020-04-30,Gove,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5576,2020-04-30,Grant,2,4,494,4305,0.5,0.004048582995951417,0.0009291521486643438,0,0,1,133,0.0,0.0,0.0
5575,2020-04-30,Gray,0,4,494,4305,0.0,0.0,0.0009291521486643438,0,0,1,133,0.0,0.0,0.0
5574,2020-04-30,Greenwood,0,3,494,4305,0.0,0.0,0.0006968641114982577,0,0,1,133,0.0,0.0,0.0
5573,2020-04-30,Hamilton,0,2,494,4305,0.0,0.0,0.0004645760743321719,0,0,1,133,0.0,0.0,0.0
5572,2020-04-30,Harvey,1,7,494,4305,0.14285714285714285,0.0020242914979757085,0.0016260162601626016,0,0,1,133,0.0,0.0,0.0
5571,2020-04-30,Haskell,0,7,494,4305,0.0,0.0,0.0016260162601626016,0,0,1,133,0.0,0.0,0.0
5570,2020-04-30,Jackson,0,2,494,4305,0.0,0.0,0.0004645760743321719,0,0,1,133,0.0,0.0,0.0
5569,2020-04-30,Jefferson,0,9,494,4305,0.0,0.0,0.0020905923344947735,0,0,1,133,0.0,0.0,0.0
5568,2020-04-30,Jewell,0,4,494,4305,0.0,0.0,0.0009291521486643438,0,0,1,133,0.0,0.0,0.0
5567,2020-04-30,Johnson,10,464,494,4305,0.02155172413793104,0.020242914979757085,0.10778164924506388,0,40,1,133,0.0,0.0,0.3007518796992481
5566,2020-04-30,Kearny,3,16,494,4305,0.1875,0.006072874493927126,0.003716608594657375,0,0,1,133,0.0,0.0,0.0
5565,2020-04-30,Kiowa,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5564,2020-04-30,Labette,0,22,494,4305,0.0,0.0,0.00511033681765389,0,0,1,133,0.0,0.0,0.0
5563,2020-04-30,Leavenworth,160,356,494,4305,0.44943820224719105,0.32388663967611336,0.0826945412311266,0,4,1,133,0.0,0.0,0.030075187969924814
5562,2020-04-30,Linn,0,6,494,4305,0.0,0.0,0.0013937282229965155,0,0,1,133,0.0,0.0,0.0
5561,2020-04-30,Lyon,34,218,494,4305,0.1559633027522936,0.06882591093117409,0.05063879210220674,0,1,1,133,0.0,0.0,0.007518796992481202
5560,2020-04-30,Marion,0,5,494,4305,0.0,0.0,0.0011614401858304295,0,1,1,133,0.0,0.0,0.007518796992481202
5559,2020-04-30,McPherson,2,22,494,4305,0.09090909090909091,0.004048582995951417,0.00511033681765389,0,0,1,133,0.0,0.0,0.0
5558,2020-04-30,Meade,2,5,494,4305,0.4,0.004048582995951417,0.0011614401858304295,0,0,1,133,0.0,0.0,0.0
5557,2020-04-30,Miami,0,5,494,4305,0.0,0.0,0.0011614401858304295,0,0,1,133,0.0,0.0,0.0
5556,2020-04-30,Mitchell,0,3,494,4305,0.0,0.0,0.0006968641114982577,0,0,1,133,0.0,0.0,0.0
5555,2020-04-30,Montgomery,1,17,494,4305,0.05882352941176471,0.0020242914979757085,0.003948896631823461,0,2,1,133,0.0,0.0,0.015037593984962403
5554,2020-04-30,Morris,0,3,494,4305,0.0,0.0,0.0006968641114982577,0,0,1,133,0.0,0.0,0.0
5553,2020-04-30,Morton,0,3,494,4305,0.0,0.0,0.0006968641114982577,0,0,1,133,0.0,0.0,0.0
5552,2020-04-30,Nemaha,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5551,2020-04-30,Neosho,0,3,494,4305,0.0,0.0,0.0006968641114982577,0,0,1,133,0.0,0.0,0.0
5550,2020-04-30,Osage,0,5,494,4305,0.0,0.0,0.0011614401858304295,0,0,1,133,0.0,0.0,0.0
5549,2020-04-30,Osborne,0,2,494,4305,0.0,0.0,0.0004645760743321719,0,0,1,133,0.0,0.0,0.0
5548,2020-04-30,Ottawa,0,4,494,4305,0.0,0.0,0.0009291521486643438,0,0,1,133,0.0,0.0,0.0
5547,2020-04-30,Phillips,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5546,2020-04-30,Pottawatomie,4,13,494,4305,0.3076923076923077,0.008097165991902834,0.0030197444831591173,0,0,1,133,0.0,0.0,0.0
5545,2020-04-30,Pratt,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5544,2020-04-30,Reno,2,34,494,4305,0.05882352941176471,0.004048582995951417,0.007897793263646922,0,0,1,133,0.0,0.0,0.0
5543,2020-04-30,Republic,0,4,494,4305,0.0,0.0,0.0009291521486643438,0,0,1,133,0.0,0.0,0.0
5542,2020-04-30,Rice,0,3,494,4305,0.0,0.0,0.0006968641114982577,0,0,1,133,0.0,0.0,0.0
5541,2020-04-30,Riley,0,46,494,4305,0.0,0.0,0.010685249709639955,0,0,1,133,0.0,0.0,0.0
5540,2020-04-30,Rooks,0,6,494,4305,0.0,0.0,0.0013937282229965155,0,0,1,133,0.0,0.0,0.0
5539,2020-04-30,Saline,1,21,494,4305,0.047619047619047616,0.0020242914979757085,0.004878048780487805,0,2,1,133,0.0,0.0,0.015037593984962403
5538,2020-04-30,Scott,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5537,2020-04-30,Sedgwick,36,402,494,4305,0.08955223880597014,0.0728744939271255,0.09337979094076657,0,9,1,133,0.0,0.0,0.06766917293233081
5536,2020-04-30,Seward,40,500,494,4305,0.08,0.08097165991902834,0.11614401858304298,0,0,1,133,0.0,0.0,0.0
5535,2020-04-30,Shawnee,5,117,494,4305,0.042735042735042736,0.010121457489878544,0.027177700348432057,0,5,1,133,0.0,0.0,0.037593984962406006
5534,2020-04-30,Sheridan,0,2,494,4305,0.0,0.0,0.0004645760743321719,0,0,1,133,0.0,0.0,0.0
5533,2020-04-30,Sherman,1,4,494,4305,0.25,0.0020242914979757085,0.0009291521486643438,0,0,1,133,0.0,0.0,0.0
5532,2020-04-30,Smith,0,2,494,4305,0.0,0.0,0.0004645760743321719,0,0,1,133,0.0,0.0,0.0
5531,2020-04-30,Stafford,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5530,2020-04-30,Stanton,0,5,494,4305,0.0,0.0,0.0011614401858304295,0,0,1,133,0.0,0.0,0.0
5529,2020-04-30,Stevens,1,9,494,4305,0.1111111111111111,0.0020242914979757085,0.0020905923344947735,0,0,1,133,0.0,0.0,0.0
5528,2020-04-30,Sumner,0,3,494,4305,0.0,0.0,0.0006968641114982577,0,1,1,133,0.0,0.0,0.007518796992481202
5527,2020-04-30,Wabaunsee,3,21,494,4305,0.14285714285714285,0.006072874493927126,0.004878048780487805,0,0,1,133,0.0,0.0,0.0
5526,2020-04-30,Wilson,0,1,494,4305,0.0,0.0,0.00023228803716608595,0,0,1,133,0.0,0.0,0.0
5525,2020-04-30,Woodson,0,5,494,4305,0.0,0.0,0.0011614401858304295,0,0,1,133,0.0,0.0,0.0
5524,2020-04-30,Wyandotte,61,693,494,4305,0.08802308802308802,0.12348178137651822,0.16097560975609754,0,55,1,133,0.0,0.0,0.4135338345864661
5523,2020-05-01,Atchison,1,10,205,4510,0.1,0.004878048780487805,0.0022172949002217295,0,0,3,136,0.0,0.0,0.0
